question	gold	predicted	correct	predicted probabilities
question 577	3	3	1	[0.0219203  0.00138951 0.00321037 0.9707211  0.0027587 ]
question 578	4	0	0	[0.24947925 0.21624465 0.14360982 0.21704122 0.17362511]
question 579	1	2	0	[0.07759365 0.08693039 0.6504964  0.10807174 0.07690777]
question 580	1	1	1	[0.002771   0.7971699  0.1839241  0.00157427 0.01456074]
question 581	2	2	1	[0.00226005 0.00139835 0.98515594 0.00910797 0.00207779]
question 582	4	4	1	[4.6160454e-05 4.4162581e-03 3.6841787e-02 4.0769453e-05 9.5865500e-01]
question 583	2	2	1	[0.00984864 0.3020753  0.672712   0.01336994 0.00199411]
question 584	1	1	1	[1.8315997e-03 9.9632472e-01 3.6539236e-04 4.1471858e-04 1.0635928e-03]
question 585	0	0	1	[0.6087137  0.38704136 0.00097944 0.0020699  0.00119555]
question 586	3	3	1	[4.7317054e-02 6.1670903e-02 6.5273821e-04 8.9030397e-01 5.5267516e-05]
question 587	2	2	1	[5.09694102e-04 1.00625686e-04 9.94342208e-01 4.59628506e-03 4.51139087e-04]
question 588	3	3	1	[0.00107282 0.3142644  0.00428072 0.67089915 0.00948293]
question 589	3	3	1	[0.01270632 0.05010721 0.01909522 0.901208   0.01688322]
question 590	3	3	1	[0.03997536 0.01960237 0.03171416 0.898958   0.00975011]
question 591	3	3	1	[3.0221945e-02 6.9823628e-04 2.0481902e-03 9.5753306e-01 9.4986176e-03]
question 592	0	0	1	[0.9062913  0.00120001 0.02872495 0.04726002 0.01652368]
question 593	3	3	1	[0.12385902 0.15677899 0.07060721 0.5641589  0.08459584]
question 594	2	2	1	[0.02230859 0.03514621 0.8436771  0.04474761 0.05412043]
question 595	1	1	1	[3.3827152e-02 8.0195111e-01 1.1793269e-04 1.3894138e-01 2.5162539e-02]
question 596	4	4	1	[0.00140225 0.06701944 0.00502175 0.06185746 0.86469907]
question 597	3	3	1	[7.2360411e-03 2.7961296e-03 1.7303567e-04 9.8180020e-01 7.9945754e-03]
question 598	3	3	1	[0.00164373 0.0032227  0.00550757 0.9876501  0.00197591]
question 599	3	3	1	[0.0618933  0.0664084  0.07543574 0.7240436  0.07221895]
question 600	4	2	0	[0.17883126 0.18654521 0.33302507 0.14842634 0.15317206]
question 601	3	3	1	[0.00505835 0.00910181 0.00690115 0.9675876  0.01135113]
question 602	4	4	1	[3.8790354e-03 3.5015836e-03 9.0186356e-04 4.5146406e-04 9.9126607e-01]
question 603	0	0	1	[0.61226517 0.06587912 0.04852466 0.1413862  0.13194488]
question 604	2	2	1	[7.6445490e-02 5.3267027e-03 9.1669917e-01 1.3036496e-03 2.2486509e-04]
question 605	0	0	1	[0.61171615 0.00659885 0.04136332 0.03947103 0.3008506 ]
question 606	1	1	1	[2.6013593e-03 9.9488139e-01 1.3690504e-03 6.3439895e-04 5.1375071e-04]
question 607	1	1	1	[2.3968900e-03 9.8958182e-01 4.5780669e-04 4.4935606e-03 3.0698527e-03]
question 608	4	4	1	[0.24425422 0.27770764 0.03893356 0.03666105 0.4024435 ]
question 609	0	0	1	[0.62173015 0.28576863 0.00191607 0.00835687 0.08222827]
question 610	3	2	0	[0.0371942  0.02517098 0.50081223 0.39914596 0.03767673]
question 611	4	0	0	[0.34067163 0.2244364  0.07127076 0.05930183 0.3043195 ]
question 612	2	2	1	[4.7893724e-03 1.8625155e-05 9.8754728e-01 7.3877899e-03 2.5692579e-04]
question 613	2	2	1	[0.10682728 0.02974899 0.83318895 0.01014556 0.02008927]
question 614	2	2	1	[2.3009922e-02 6.3339270e-05 9.1092342e-01 5.6931276e-02 9.0721287e-03]
question 615	3	3	1	[2.6740145e-02 4.5878660e-02 3.0304369e-04 8.9254057e-01 3.4537606e-02]
question 616	2	2	1	[6.3780334e-04 5.7104428e-04 9.9408048e-01 9.6891058e-04 3.7417512e-03]
question 617	1	1	1	[0.0011374  0.5030918  0.32466477 0.16651796 0.00458805]
question 618	3	3	1	[2.5794586e-02 5.4700190e-04 2.1815109e-04 9.3168837e-01 4.1751917e-02]
question 619	1	1	1	[1.4994141e-04 9.9118936e-01 8.0610486e-03 4.4657596e-04 1.5310959e-04]
question 620	2	2	1	[0.06530311 0.02344226 0.75526845 0.11272049 0.04326568]
question 621	1	1	1	[6.2835757e-03 9.9182910e-01 2.2956093e-04 1.6239589e-03 3.3669738e-05]
question 622	4	4	1	[2.2237813e-02 6.7161895e-02 2.8733704e-02 7.9724588e-05 8.8178688e-01]
question 623	0	0	1	[9.68029618e-01 2.97891693e-05 2.50327539e-05 3.18049006e-02 1.10724315e-04]
question 624	2	1	0	[0.16074176 0.5019895  0.2928024  0.01943081 0.02503555]
question 625	3	3	1	[0.00642137 0.02401916 0.08434885 0.6472983  0.23791243]
question 626	0	0	1	[0.8031067  0.00748866 0.06893582 0.11293294 0.00753585]
question 627	3	3	1	[6.8310968e-04 4.7019788e-05 3.4336397e-05 9.1952622e-01 7.9709269e-02]
question 628	4	4	1	[0.03019327 0.00615851 0.00648133 0.01638814 0.94077873]
question 629	3	3	1	[0.01716489 0.04280977 0.11675709 0.81778365 0.0054846 ]
question 630	4	4	1	[0.00520233 0.01107928 0.00648652 0.30445138 0.6727805 ]
question 631	2	2	1	[7.8870788e-02 3.3402237e-01 5.8605647e-01 4.3548507e-04 6.1486516e-04]
question 632	2	2	1	[0.01634196 0.45764306 0.49970734 0.01694778 0.00935992]
question 633	2	2	1	[0.03126046 0.27054048 0.41672626 0.2593584  0.02211444]
question 634	2	3	0	[0.0036289  0.00570154 0.36210415 0.49198443 0.13658102]
question 635	0	0	1	[9.9822086e-01 1.6221561e-03 3.0636222e-06 4.7807625e-05 1.0604674e-04]
question 636	0	0	1	[9.9321908e-01 1.5810817e-04 3.4209162e-03 3.1911237e-03 1.0828736e-05]
question 637	2	2	1	[0.00757485 0.01200955 0.90762687 0.00963137 0.06315731]
question 638	4	4	1	[2.5774725e-03 5.4090325e-02 1.2578140e-02 8.6976666e-05 9.3066710e-01]
question 639	1	1	1	[0.00467089 0.7574903  0.13811034 0.07816873 0.02155979]
question 640	1	0	0	[0.4926068  0.34824878 0.00989155 0.09683623 0.0524166 ]
question 641	1	1	1	[0.00251366 0.947433   0.00405671 0.00572963 0.04026704]
question 642	3	3	1	[1.4008789e-02 9.9104742e-05 7.2145527e-03 9.7714376e-01 1.5339267e-03]
question 643	1	4	0	[0.01357341 0.03834826 0.00262842 0.03374815 0.91170174]
question 644	2	2	1	[9.4374013e-04 1.1779366e-04 9.8648643e-01 7.5852014e-03 4.8668589e-03]
question 645	1	1	1	[0.04430723 0.7836389  0.0045737  0.13809016 0.02938999]
question 646	3	3	1	[8.2299666e-05 7.2168373e-02 1.0194818e-03 9.2668456e-01 4.5297184e-05]
question 647	0	0	1	[8.0041474e-01 1.2927632e-04 2.2271708e-04 1.9205546e-04 1.9904119e-01]
question 648	4	4	1	[6.2701623e-03 2.3577610e-04 1.0727331e-03 8.6613134e-02 9.0580815e-01]
question 649	3	3	1	[1.5956781e-06 3.0791733e-07 1.8789549e-01 8.1210190e-01 7.8371096e-07]
question 650	3	3	1	[0.07533344 0.03965601 0.03682254 0.7980306  0.05015746]
question 651	3	3	1	[0.04916529 0.298662   0.27285925 0.35789487 0.02141862]
question 652	1	1	1	[9.68991080e-04 9.98735845e-01 1.65513542e-04 1.18499236e-04 1.11468935e-05]
question 653	0	0	1	[9.9898022e-01 3.8996732e-05 7.1254006e-04 4.9151527e-05 2.1912006e-04]
question 654	4	4	1	[0.05771461 0.06237954 0.09355323 0.0601855  0.72616714]
question 655	1	1	1	[4.2130817e-02 7.8135633e-01 5.4436171e-04 1.7559078e-01 3.7772951e-04]
question 656	2	0	0	[0.9198223  0.00572124 0.05718247 0.01239221 0.00488177]
question 657	1	1	1	[9.0575824e-04 9.9624914e-01 7.8676938e-04 1.0263927e-03 1.0319717e-03]
question 658	3	3	1	[0.13863343 0.36372375 0.06994199 0.40367892 0.02402186]
question 659	0	2	0	[0.31834063 0.11734527 0.5165599  0.03562725 0.01212698]
question 660	4	4	1	[2.3951838e-03 3.7537198e-04 6.4166393e-03 1.2364021e-03 9.8957646e-01]
question 661	4	2	0	[6.7096595e-03 7.4756169e-04 8.7680793e-01 8.8857021e-03 1.0684916e-01]
question 662	3	1	0	[0.00542054 0.53705055 0.3580956  0.09649103 0.0029422 ]
question 663	4	1	0	[0.01574608 0.50232065 0.03238698 0.01473541 0.4348109 ]
question 664	4	4	1	[0.00100404 0.15236382 0.03398083 0.05795607 0.75469524]
question 665	2	2	1	[0.0027464  0.00670358 0.8992091  0.02179275 0.06954811]
question 666	4	4	1	[9.6935866e-05 1.6173667e-04 1.5995288e-04 3.2892912e-03 9.9629211e-01]
question 667	3	3	1	[4.3929429e-04 3.4584192e-04 5.1661041e-03 9.9333984e-01 7.0897321e-04]
question 668	4	4	1	[6.2136241e-04 3.9371401e-03 2.6199557e-05 9.9068368e-03 9.8550850e-01]
question 669	1	1	1	[6.7422166e-05 9.9950349e-01 1.8258805e-04 1.1925356e-04 1.2720664e-04]
question 670	3	0	0	[0.33880752 0.3080275  0.07396089 0.15819615 0.12100796]
question 671	0	0	1	[0.8070178  0.03960481 0.023168   0.07217082 0.05803854]
question 672	4	4	1	[1.0247080e-05 2.1183116e-03 5.0800417e-02 2.3512509e-02 9.2355847e-01]
question 673	3	3	1	[0.05437678 0.0046793  0.08437221 0.8557038  0.00086793]
question 674	2	2	1	[0.01340491 0.00668551 0.95242274 0.01445299 0.01303385]
question 675	1	1	1	[7.7832229e-02 9.1737407e-01 2.9385195e-03 6.3806673e-04 1.2170860e-03]
question 676	1	1	1	[0.00450252 0.73664236 0.00995308 0.00247266 0.24642928]
question 677	3	3	1	[0.01851108 0.07139128 0.00755566 0.7922324  0.11030962]
question 678	4	2	0	[0.14148    0.00415208 0.5402241  0.00996122 0.3041826 ]
question 679	0	0	1	[9.9897861e-01 7.3878706e-05 4.0996863e-04 2.8356060e-04 2.5405679e-04]
question 680	4	4	1	[3.6901427e-03 1.1916914e-04 9.7936381e-06 5.2803254e-04 9.9565279e-01]
question 681	0	0	1	[0.8257387  0.09064452 0.04417145 0.02193872 0.01750655]
question 682	0	0	1	[0.9256262  0.01581573 0.00529191 0.04357204 0.00969407]
question 683	2	2	1	[0.03675751 0.06794889 0.7108848  0.1259506  0.05845814]
question 684	0	0	1	[0.79766023 0.05706789 0.02102315 0.10558318 0.0186657 ]
question 685	0	0	1	[9.9169487e-01 1.5936336e-04 7.1971060e-04 4.8572361e-03 2.5687439e-03]
question 686	1	1	1	[1.6905746e-04 8.2418120e-01 8.4563835e-05 6.1641191e-04 1.7494869e-01]
question 687	1	1	1	[0.02014785 0.77385294 0.02221497 0.06341039 0.12037379]
question 688	4	4	1	[1.5873626e-02 2.7661219e-01 6.1060011e-04 9.4115839e-04 7.0596242e-01]
question 689	2	2	1	[2.8577830e-05 6.9226385e-03 9.9297696e-01 5.0344417e-05 2.1587193e-05]
question 690	2	2	1	[6.8290901e-06 1.5862280e-01 8.2802910e-01 2.0534715e-03 1.1287811e-02]
question 691	2	1	0	[0.18206087 0.29689357 0.11825877 0.15739529 0.24539153]
question 692	4	4	1	[9.2563041e-02 2.3387700e-01 8.5563207e-04 6.6889019e-04 6.7203546e-01]
question 693	4	4	1	[3.1916259e-03 2.4511275e-04 3.9296793e-03 5.9047616e-03 9.8672885e-01]
question 694	2	0	0	[0.23788287 0.18366265 0.21918862 0.17615345 0.18311237]
question 695	0	0	1	[9.0936065e-01 2.7828394e-06 9.2256323e-06 5.0807270e-05 9.0576485e-02]
question 696	3	4	0	[1.8467425e-03 5.7239922e-05 2.2694340e-03 1.7534870e-01 8.2047790e-01]
question 697	0	0	1	[0.6729328  0.24945693 0.00364537 0.07141351 0.00255143]
question 698	2	2	1	[0.00278407 0.07104188 0.9220762  0.00140959 0.00268822]
question 699	2	4	0	[0.01551    0.00622447 0.35301602 0.00371501 0.62153447]
question 700	0	4	0	[0.24006115 0.08619735 0.02698837 0.2572698  0.38948342]
question 701	1	1	1	[0.01187729 0.52513254 0.45243466 0.00310157 0.00745392]
question 702	3	4	0	[0.0631002  0.00627052 0.08413778 0.24275473 0.60373676]
question 703	2	2	1	[0.02140335 0.00130485 0.778714   0.01446244 0.18411526]
question 704	2	2	1	[0.2801632  0.04533785 0.60380495 0.02603514 0.04465887]
question 705	4	4	1	[2.1459458e-03 1.9643311e-03 9.0757402e-04 6.1265901e-03 9.8885554e-01]
question 706	4	1	0	[0.00531779 0.44269788 0.18317424 0.00623597 0.36257413]
question 707	4	4	1	[4.4939751e-03 1.4732803e-03 7.6091307e-04 7.9300418e-04 9.9247885e-01]
question 708	2	2	1	[0.00394131 0.0021423  0.69382524 0.001531   0.29856017]
question 709	4	4	1	[2.6374366e-04 1.0926211e-03 6.2135299e-04 3.7271385e-03 9.9429518e-01]
question 710	2	2	1	[0.00364358 0.00999578 0.97642285 0.00516601 0.00477176]
question 711	1	1	1	[7.0013376e-03 9.9112576e-01 2.5884106e-04 7.3393335e-04 8.8011671e-04]
question 712	0	4	0	[0.07079019 0.00257995 0.00263301 0.00290102 0.92109585]
question 713	0	0	1	[0.64255065 0.02400002 0.00185095 0.00188589 0.32971257]
question 714	3	3	1	[1.0277106e-02 6.5621163e-05 2.8340056e-04 9.7771716e-01 1.1656710e-02]
question 715	2	2	1	[4.8933130e-02 2.1530944e-04 6.6768688e-01 2.0286471e-03 2.8113601e-01]
question 716	4	4	1	[0.04668738 0.00950108 0.00936492 0.03080233 0.9036443 ]
question 717	2	2	1	[2.2093851e-05 3.9816976e-05 9.9337280e-01 2.2952552e-03 4.2700944e-03]
question 718	1	4	0	[0.00922181 0.10041822 0.0189811  0.02007857 0.85130036]
question 719	4	4	1	[4.8855349e-04 2.0723474e-04 2.7804081e-03 1.0277155e-04 9.9642110e-01]
question 720	0	4	0	[0.21871607 0.17342557 0.18323742 0.18590024 0.23872061]
question 721	4	4	1	[4.2688851e-03 5.5972449e-03 4.2953948e-04 1.4010537e-04 9.8956418e-01]
question 722	0	0	1	[0.98066115 0.00305638 0.0100717  0.0035571  0.00265355]
question 723	1	0	0	[0.54081213 0.39156672 0.01194954 0.03306599 0.02260565]
question 724	3	0	0	[0.49467677 0.00283997 0.09077342 0.34220794 0.06950189]
question 725	4	4	1	[0.00341581 0.00241068 0.03488276 0.00125271 0.95803803]
question 726	0	0	1	[0.88057    0.00866594 0.05777312 0.02466718 0.02832377]
question 727	3	3	1	[9.2213690e-02 6.4700365e-02 7.7811317e-03 8.3521444e-01 9.0428766e-05]
question 728	2	2	1	[9.6043987e-05 5.8681607e-02 9.4119358e-01 5.3456097e-06 2.3318622e-05]
question 729	3	3	1	[0.01811888 0.02733395 0.07286289 0.82481825 0.05686605]
question 730	3	3	1	[7.2515053e-05 7.3685695e-04 1.9235946e-02 9.7931701e-01 6.3768163e-04]
question 731	0	0	1	[7.6836556e-01 1.0992072e-03 2.2694384e-01 3.0678525e-03 5.2343664e-04]
question 732	3	3	1	[3.9107099e-02 5.9046352e-04 2.4951457e-03 9.5110863e-01 6.6986722e-03]
question 733	0	0	1	[0.95100814 0.02158927 0.01140536 0.00947746 0.00651977]
question 734	0	0	1	[0.43118742 0.20778641 0.20987146 0.00492878 0.14622593]
question 735	4	0	0	[0.7045931  0.00197216 0.00265582 0.00103697 0.2897419 ]
question 736	4	4	1	[0.01611983 0.00595652 0.02067049 0.07691696 0.88033617]
question 737	0	4	0	[0.08165645 0.06041924 0.01415253 0.25910813 0.5846636 ]
question 738	2	2	1	[1.0620638e-03 3.0580902e-04 9.9740607e-01 2.0934727e-04 1.0167070e-03]
question 739	3	3	1	[1.0059617e-03 5.8826007e-04 3.4050524e-04 9.9523795e-01 2.8273952e-03]
question 740	0	0	1	[0.8967903  0.00847648 0.03480795 0.01121932 0.04870592]
question 741	0	0	1	[8.8453650e-01 8.0071791e-04 1.1253043e-01 1.8172371e-03 3.1506125e-04]
question 742	1	1	1	[3.4567940e-03 9.9489093e-01 1.3558951e-05 1.6343376e-03 4.4361291e-06]
question 743	4	4	1	[0.08196114 0.33142555 0.00588361 0.00342093 0.5773088 ]
question 744	3	3	1	[0.02311052 0.19992848 0.20838718 0.48107353 0.08750034]
question 745	0	2	0	[1.4912849e-03 4.7348194e-02 9.4975722e-01 5.0921652e-05 1.3524503e-03]
question 746	4	4	1	[1.4111260e-04 3.9498013e-04 2.6923083e-03 6.7200242e-03 9.9005157e-01]
question 747	3	3	1	[5.6853466e-04 3.0410129e-03 2.5613417e-03 9.9368674e-01 1.4239525e-04]
question 748	4	4	1	[1.3353868e-03 2.6267604e-03 3.0100078e-04 8.4989304e-05 9.9565190e-01]
question 749	0	0	1	[0.9901804  0.00106669 0.00659123 0.00102209 0.00113955]
question 750	4	0	0	[0.81587166 0.09770415 0.02453651 0.00391636 0.05797129]
question 751	4	4	1	[3.7400614e-02 8.0000021e-04 2.0421922e-04 1.9145983e-01 7.7013528e-01]
question 752	2	2	1	[0.00814029 0.00629057 0.4956287  0.09406707 0.39587334]
question 753	3	3	1	[0.01868964 0.41374528 0.02465935 0.5331845  0.0097212 ]
question 754	2	2	1	[8.8829445e-05 2.4520795e-04 9.9869448e-01 3.4337112e-04 6.2812935e-04]
question 755	3	3	1	[3.0474689e-06 3.8537100e-06 1.4440427e-05 9.9914527e-01 8.3338004e-04]
question 756	2	2	1	[1.3665637e-04 1.5207589e-05 9.9816269e-01 1.2971216e-03 3.8834516e-04]
question 757	4	4	1	[0.1647924  0.01613028 0.02288525 0.02450773 0.7716843 ]
question 758	1	1	1	[2.5250416e-04 9.9798942e-01 5.6653295e-04 7.3561713e-04 4.5601712e-04]
question 759	2	1	0	[0.08727881 0.33151066 0.20212978 0.13405341 0.2450274 ]
question 760	3	3	1	[4.1362192e-04 6.7576749e-04 3.7696818e-04 9.9783474e-01 6.9901522e-04]
question 761	4	0	0	[0.94112676 0.00116578 0.03152168 0.01347062 0.01271522]
question 762	1	0	0	[0.43903598 0.32850644 0.04257717 0.12373488 0.06614555]
question 763	4	4	1	[6.0922921e-05 4.3108878e-03 2.4212083e-04 6.9725316e-04 9.9468887e-01]
question 764	4	4	1	[0.05414558 0.30887303 0.21463472 0.07832436 0.34402236]
question 765	2	2	1	[0.12865962 0.0095048  0.51216066 0.00863578 0.34103912]
question 766	0	0	1	[0.71056527 0.02919298 0.01844719 0.22948185 0.0123127 ]
question 767	3	3	1	[0.4040463  0.03972078 0.00326068 0.5425517  0.0104206 ]
question 768	0	2	0	[0.16443062 0.10995516 0.42809784 0.13961653 0.15789981]
question 769	4	4	1	[0.03529032 0.07300149 0.10048135 0.00584894 0.7853779 ]
question 770	1	1	1	[3.6877890e-03 9.9580377e-01 8.7466236e-05 3.1302380e-04 1.0795727e-04]
question 771	0	0	1	[0.6865275  0.05406769 0.03359292 0.02848598 0.19732593]
question 772	2	1	0	[0.04488871 0.5113248  0.15225683 0.05503923 0.23649038]
question 773	0	1	0	[0.235735   0.744978   0.00279003 0.00444536 0.01205166]
question 774	3	3	1	[0.06547515 0.02950963 0.07871624 0.7457313  0.08056771]
question 775	4	4	1	[7.6831966e-03 1.1084924e-05 1.2630874e-01 3.2617715e-01 5.3981978e-01]
question 776	0	0	1	[9.2229795e-01 7.0271365e-02 1.2666228e-03 2.5755737e-04 5.9064734e-03]
question 777	0	0	1	[0.84850705 0.00129215 0.0021351  0.09210784 0.05595788]
question 778	4	4	1	[7.4263517e-04 8.2196767e-04 7.0976908e-04 8.7696995e-04 9.9684864e-01]
question 779	1	1	1	[1.2018180e-03 8.8405186e-01 8.0275000e-04 1.1280689e-01 1.1367521e-03]
question 780	4	4	1	[2.3554963e-05 1.4093239e-05 1.9356670e-03 1.6854735e-04 9.9785811e-01]
question 781	4	4	1	[1.02140475e-05 5.53453856e-06 1.87064597e-06 5.89944693e-06 9.99976516e-01]
question 782	1	1	1	[6.4240946e-03 9.7054052e-01 2.4835955e-04 2.8186443e-04 2.2505088e-02]
question 783	2	2	1	[8.6716434e-04 5.4499965e-02 9.3008637e-01 1.3257320e-03 1.3220743e-02]
question 784	3	2	0	[1.9936911e-04 8.7055267e-04 8.0045533e-01 1.9822212e-01 2.5258464e-04]
question 785	2	2	1	[2.4876585e-03 3.4357100e-03 9.9189138e-01 1.3113191e-03 8.7391841e-04]
question 786	2	2	1	[0.28714588 0.20105226 0.34391198 0.12422364 0.04366628]
question 787	1	1	1	[0.00671248 0.7981729  0.17429334 0.01370208 0.00711913]
question 788	2	2	1	[0.00257673 0.21427462 0.7767418  0.00289117 0.00351568]
question 789	0	0	1	[9.8526299e-01 3.0110942e-04 3.1908273e-04 6.4262532e-04 1.3474161e-02]
question 790	4	1	0	[0.06504879 0.7167592  0.03920487 0.01052869 0.1684584 ]
question 791	4	4	1	[0.26529    0.00175468 0.00086411 0.00757864 0.7245126 ]
question 792	4	4	1	[0.00961121 0.01944797 0.00990645 0.00647978 0.9545546 ]
question 793	3	3	1	[8.2573797e-06 6.5834888e-06 8.3981911e-07 9.9989855e-01 8.5748477e-05]
question 794	0	0	1	[8.5427594e-01 1.5893916e-04 2.1688802e-04 2.3871180e-04 1.4510943e-01]
question 795	1	2	0	[1.3861115e-03 2.1066915e-02 9.7735184e-01 5.9342052e-05 1.3589750e-04]
question 796	0	3	0	[0.2743246  0.00695267 0.00143275 0.7019151  0.01537492]
question 797	3	3	1	[0.01203385 0.00218186 0.03452232 0.9213188  0.02994312]
question 798	2	4	0	[0.00456461 0.38944593 0.10442264 0.07525361 0.42631322]
question 799	2	2	1	[2.2026239e-04 1.7365432e-04 9.9586910e-01 2.3084180e-03 1.4284728e-03]
question 800	2	2	1	[1.06287144e-01 2.88135279e-03 8.88889730e-01 1.60918979e-03 3.32649244e-04]
question 801	1	1	1	[0.01015677 0.96970546 0.00690445 0.00808515 0.00514817]
question 802	2	2	1	[3.0743505e-03 7.6740474e-07 9.9524128e-01 1.4939577e-03 1.8970479e-04]
question 803	0	0	1	[0.9667173  0.01376944 0.00823572 0.00796205 0.00331549]
question 804	0	0	1	[0.42262587 0.05890642 0.42008266 0.0544771  0.04390803]
question 805	3	3	1	[9.0373987e-03 1.8993525e-04 1.6086723e-03 9.8906940e-01 9.4614930e-05]
question 806	0	0	1	[0.84234697 0.0574098  0.05084044 0.0214237  0.02797919]
question 807	3	2	0	[0.24098644 0.16130832 0.326072   0.09258129 0.17905204]
question 808	3	3	1	[0.06911292 0.01745362 0.00867342 0.9034007  0.00135934]
question 809	2	2	1	[4.1979691e-03 1.4362525e-04 9.9512500e-01 4.5052305e-04 8.2964092e-05]
question 810	1	0	0	[0.66693455 0.30120316 0.00483338 0.01853777 0.00849112]
question 811	2	2	1	[0.04503396 0.09354874 0.7846033  0.01138451 0.06542947]
question 812	0	0	1	[0.95083344 0.00121387 0.04538954 0.00097893 0.00158423]
question 813	4	4	1	[2.1297396e-04 8.7090238e-04 2.0974170e-04 1.0708554e-04 9.9859935e-01]
question 814	1	1	1	[0.02288747 0.956739   0.0068534  0.01055951 0.0029607 ]
question 815	1	1	1	[3.2708570e-04 9.7053951e-01 6.5563479e-04 2.7756784e-02 7.2089914e-04]
question 816	4	4	1	[0.00278882 0.01699552 0.00256593 0.00281499 0.97483474]
question 817	4	4	1	[0.05446319 0.00967216 0.36395264 0.0141879  0.5577241 ]
question 818	4	4	1	[0.03330883 0.02547877 0.0177255  0.06580906 0.8576778 ]
question 819	3	3	1	[8.2201899e-05 7.7042576e-05 1.4970109e-01 5.8903354e-01 2.6110613e-01]
question 820	1	1	1	[0.03615727 0.6821928  0.06700066 0.10915396 0.10549536]
question 821	4	4	1	[0.00750989 0.04472421 0.14220452 0.13708201 0.6684794 ]
question 822	3	3	1	[7.9167210e-02 4.8362662e-04 8.3780997e-02 8.3650380e-01 6.4401625e-05]
question 823	2	2	1	[2.8408784e-04 3.1018162e-03 9.8892128e-01 3.4000329e-03 4.2927787e-03]
question 824	0	0	1	[0.85285443 0.04884252 0.00240055 0.08742795 0.00847456]
question 825	2	4	0	[0.00701451 0.12281825 0.03892418 0.27656248 0.5546805 ]
question 826	0	1	0	[0.02593667 0.93268424 0.00607878 0.02524051 0.01005977]
question 827	2	2	1	[4.6255026e-02 4.2284638e-04 9.4794524e-01 2.5691129e-03 2.8077730e-03]
question 828	2	2	1	[0.15304314 0.00248539 0.8362884  0.00440739 0.00377583]
question 829	2	2	1	[0.24272965 0.06955407 0.6606737  0.0130721  0.01397055]
question 830	2	0	0	[0.3000221  0.28034174 0.13334724 0.11477292 0.171516  ]
question 831	2	2	1	[0.01288689 0.15978782 0.72071254 0.08690541 0.01970738]
question 832	1	1	1	[8.0516482e-05 9.9927169e-01 5.3014007e-04 1.0894555e-04 8.7508606e-06]
question 833	2	2	1	[0.2189849  0.00920533 0.7130233  0.05651964 0.00226683]
question 834	2	2	1	[8.9950103e-04 2.4499663e-04 7.3971891e-01 5.0185400e-04 2.5863466e-01]
question 835	4	4	1	[3.1359939e-04 1.2944689e-03 3.6065252e-03 1.6572447e-02 9.7821289e-01]
question 836	3	3	1	[0.08249313 0.17921014 0.08868383 0.64178497 0.00782787]
question 837	0	0	1	[6.8715298e-01 3.0556133e-01 4.4041877e-03 1.8916097e-04 2.6924196e-03]
question 838	4	2	0	[0.06616599 0.13116935 0.60286766 0.09433722 0.10545984]
question 839	4	4	1	[0.16654336 0.2762127  0.05393809 0.16917835 0.33412755]
question 840	1	1	1	[5.7125872e-05 9.9619615e-01 8.7379995e-06 3.0679890e-05 3.7073053e-03]
question 841	1	1	1	[0.07567797 0.81325114 0.07589652 0.00324876 0.03192569]
question 842	1	1	1	[4.5268185e-02 9.2802435e-01 5.8612870e-05 2.6620399e-02 2.8393815e-05]
question 843	4	2	0	[0.00579333 0.05421497 0.9119157  0.00488086 0.02319522]
question 844	0	4	0	[0.14163758 0.0204691  0.0094524  0.08220955 0.7462314 ]
question 845	3	3	1	[9.4387196e-03 2.7220545e-04 6.3371343e-05 9.7598332e-01 1.4242456e-02]
question 846	3	3	1	[7.3270261e-04 5.5858231e-04 2.1706540e-03 9.9637634e-01 1.6182069e-04]
question 847	1	1	1	[3.1502012e-04 9.9841893e-01 8.0328982e-04 2.2842050e-04 2.3440155e-04]
question 848	1	4	0	[0.01807999 0.3231321  0.0065449  0.00345714 0.6487859 ]
question 849	0	1	0	[0.41558388 0.41945523 0.03781087 0.1136363  0.01351373]
question 850	3	3	1	[6.0394377e-05 3.9618913e-06 2.7393905e-06 9.9990785e-01 2.5078831e-05]
question 851	0	0	1	[8.4166658e-01 1.3455604e-02 7.0883133e-03 4.9710373e-04 1.3729253e-01]
question 852	0	0	1	[0.8520902  0.02229156 0.00404162 0.00459846 0.11697809]
question 853	3	3	1	[0.03853611 0.01367985 0.36807498 0.55288005 0.02682896]
question 854	0	0	1	[9.1576850e-01 6.4495374e-03 3.0932634e-04 7.7142820e-02 3.2986703e-04]
question 855	2	2	1	[8.12322378e-06 2.03938725e-05 9.99841452e-01 1.13152009e-05 1.18752665e-04]
question 856	1	1	1	[0.2984693  0.29985696 0.08139379 0.06113872 0.25914127]
question 857	1	1	1	[2.8855363e-01 7.0808429e-01 1.3039085e-03 1.8556584e-03 2.0251241e-04]
question 858	2	3	0	[0.26910442 0.07048704 0.13976245 0.45499313 0.06565299]
question 859	2	2	1	[0.12767148 0.10797605 0.58397627 0.07601519 0.10436093]
question 860	1	1	1	[0.32016423 0.64721596 0.00650075 0.01182562 0.01429343]
question 861	0	4	0	[0.21836789 0.11292809 0.23715313 0.02208097 0.40946987]
question 862	0	0	1	[9.4500977e-01 1.2321865e-04 1.2195128e-03 2.0699469e-02 3.2947998e-02]
question 863	3	3	1	[1.2298505e-01 1.1997968e-01 9.8350388e-04 7.5573057e-01 3.2119371e-04]
