question	gold	predicted	correct	predicted probabilities
question 606	1	1	1	[7.5330099e-05 9.9985182e-01 1.3385268e-05 1.8891076e-05 4.0560106e-05]
question 607	1	1	1	[0.01144005 0.963504   0.0050933  0.0124586  0.00750406]
question 608	4	1	0	[0.09417342 0.5083229  0.07650902 0.19000816 0.13098653]
question 609	0	0	1	[0.57138497 0.3151877  0.00302308 0.00445677 0.10594749]
question 610	3	1	0	[0.03278366 0.64102215 0.01923217 0.2875395  0.01942246]
question 611	4	1	0	[0.03033417 0.7895892  0.01120011 0.05226919 0.11660727]
question 612	2	2	1	[0.15271664 0.03406379 0.42935213 0.15800473 0.22586267]
question 613	2	2	1	[0.02583231 0.03703054 0.860602   0.04218775 0.03434736]
question 614	2	2	1	[1.7441900e-03 1.7151193e-05 9.9140853e-01 6.7599611e-03 7.0259761e-05]
question 615	3	3	1	[9.1466503e-03 4.8286233e-02 2.5953099e-04 9.2973238e-01 1.2575181e-02]
question 616	2	2	1	[0.03488116 0.00526405 0.88325155 0.01216351 0.06443971]
question 617	1	3	0	[0.00877649 0.10322507 0.36818445 0.51242393 0.00739004]
question 618	3	3	1	[0.0351595  0.00290296 0.00102576 0.7644699  0.19644186]
question 619	1	1	1	[9.0403593e-04 9.8903161e-01 6.7127361e-03 2.8997606e-03 4.5182271e-04]
question 620	2	2	1	[0.06853317 0.05453636 0.72032195 0.13081557 0.02579295]
question 621	1	1	1	[3.39870341e-02 9.50994551e-01 2.01749906e-04 1.46744065e-02 1.42106714e-04]
question 622	4	4	1	[0.1009484  0.24256542 0.09602136 0.00478859 0.5556762 ]
question 623	0	3	0	[2.0738363e-01 3.6931859e-04 2.4190654e-04 7.9064775e-01 1.3573307e-03]
question 624	2	1	0	[0.03633883 0.7108783  0.23068811 0.00786067 0.01423406]
question 625	3	4	0	[0.00928116 0.00337755 0.1989444  0.01848383 0.7699131 ]
question 626	0	0	1	[0.6576331  0.03208907 0.21500815 0.05975259 0.03551714]
question 627	3	3	1	[1.3750611e-04 9.7072392e-05 5.5022454e-05 9.0320385e-01 9.6506521e-02]
question 628	4	4	1	[0.00208613 0.00108883 0.0011057  0.00246056 0.99325883]
question 629	3	2	0	[0.00326513 0.00363463 0.8836287  0.10700089 0.00247067]
question 630	4	3	0	[0.01955264 0.04247475 0.05659898 0.7141093  0.16726424]
question 631	2	2	1	[0.13431077 0.1668423  0.632015   0.02103307 0.04579886]
question 632	2	2	1	[0.04776578 0.3848757  0.50830376 0.02275895 0.03629579]
question 633	2	3	0	[0.14241064 0.16456461 0.306408   0.31445357 0.0721632 ]
question 634	2	2	1	[0.00577363 0.00377991 0.7991305  0.06180118 0.12951483]
question 635	0	0	1	[9.8784280e-01 9.2326580e-03 1.1665658e-04 1.3347366e-03 1.4732351e-03]
question 636	0	0	1	[9.2736799e-01 9.1465976e-04 5.0641936e-03 6.6514269e-02 1.3890487e-04]
question 637	2	2	1	[0.00739676 0.00460921 0.97292817 0.00681532 0.00825044]
question 638	4	2	0	[7.2885636e-04 3.0749186e-03 9.0133649e-01 1.4497701e-02 8.0362022e-02]
question 639	1	1	1	[0.00691939 0.3713954  0.2922529  0.31085065 0.01858172]
question 640	1	0	0	[0.40067703 0.15456876 0.02639351 0.02866408 0.3896967 ]
question 641	1	1	1	[0.00238277 0.9888502  0.00411794 0.00142545 0.0032237 ]
question 642	3	3	1	[6.2615788e-03 3.6603138e-05 8.5084038e-03 9.8338103e-01 1.8123075e-03]
question 643	1	0	0	[0.34266204 0.0424214  0.01894968 0.33390102 0.2620658 ]
question 644	2	2	1	[0.28489515 0.03558845 0.36059165 0.1013395  0.21758519]
question 645	1	1	1	[0.01450786 0.9115783  0.02752128 0.02781621 0.01857625]
question 646	3	3	1	[6.4252621e-05 3.5728958e-02 3.1428225e-04 9.6380222e-01 9.0357797e-05]
question 647	0	0	1	[0.832124   0.00241655 0.00969966 0.00147483 0.15428495]
question 648	4	4	1	[0.05367396 0.00951276 0.01800846 0.22857319 0.69023156]
question 649	3	3	1	[8.4510557e-06 5.5289388e-06 1.7249100e-01 8.2749033e-01 4.6652112e-06]
question 650	3	3	1	[0.09392188 0.07339838 0.08103906 0.66931885 0.08232173]
question 651	3	3	1	[0.03786198 0.3090624  0.30429792 0.3090627  0.03971501]
question 652	1	1	1	[0.0638912  0.76713806 0.01203981 0.15599169 0.00093932]
question 653	0	0	1	[9.8872966e-01 1.3611981e-03 6.4403177e-03 6.0731603e-04 2.8614190e-03]
question 654	4	4	1	[0.05476252 0.02034975 0.05543643 0.03856041 0.8308909 ]
question 655	1	1	1	[0.21496658 0.44685718 0.08840268 0.14445406 0.10531946]
question 656	2	0	0	[0.9547902  0.01104457 0.0216024  0.00984946 0.00271339]
question 657	1	1	1	[0.00907098 0.98472625 0.00354311 0.00134704 0.00131268]
question 658	3	3	1	[0.04423153 0.24409743 0.05587902 0.45919177 0.19660032]
question 659	0	3	0	[0.2964852  0.06685853 0.1878584  0.44225943 0.00653853]
question 660	4	4	1	[0.09701705 0.01601085 0.02231777 0.05624177 0.8084126 ]
question 661	4	4	1	[0.0189567  0.00328603 0.09719837 0.00917211 0.87138677]
question 662	3	3	1	[0.1626833  0.1827318  0.11920757 0.3891648  0.14621256]
question 663	4	2	0	[0.03256726 0.19709007 0.4732243  0.02776723 0.26935107]
question 664	4	4	1	[0.00638766 0.09990168 0.06371662 0.04976902 0.78022504]
question 665	2	2	1	[0.0401281  0.02106757 0.8247273  0.04721332 0.0668637 ]
question 666	4	4	1	[1.32841515e-05 1.34670889e-04 3.67466055e-05 2.07944214e-03 9.97735858e-01]
question 667	3	3	1	[0.03923818 0.00969156 0.02447459 0.8941898  0.03240588]
question 668	4	4	1	[0.03856853 0.13743395 0.01834544 0.09124861 0.71440345]
question 669	1	1	1	[1.5815692e-04 9.9720097e-01 1.9735107e-03 2.4482491e-04 4.2259714e-04]
question 670	3	4	0	[0.27432007 0.26673195 0.07224532 0.09787203 0.28883058]
question 671	0	0	1	[0.594703   0.01319176 0.09440694 0.26196268 0.03573555]
question 672	4	4	1	[0.00498636 0.01035587 0.10261598 0.22618435 0.65585744]
question 673	3	3	1	[0.11465926 0.00449763 0.12586802 0.75042254 0.00455256]
question 674	2	2	1	[0.02534401 0.01388664 0.9105354  0.01082157 0.03941241]
question 675	1	1	1	[1.3042973e-01 8.4266645e-01 7.1673276e-04 2.3237439e-02 2.9495934e-03]
question 676	1	4	0	[0.01500659 0.29933092 0.0118072  0.01377474 0.6600805 ]
question 677	3	3	1	[0.00460157 0.00166964 0.01476007 0.9684362  0.01053255]
question 678	4	4	1	[0.0353215  0.03154669 0.07666656 0.02869369 0.82777154]
question 679	0	0	1	[0.9465356  0.0045432  0.00616011 0.03654713 0.00621398]
question 680	4	4	1	[1.0211364e-02 9.7263209e-04 1.2374395e-03 5.7489593e-03 9.8182964e-01]
question 681	0	4	0	[0.32370606 0.20463338 0.01946311 0.09134606 0.36085144]
question 682	0	0	1	[0.74599123 0.099862   0.04875184 0.09327787 0.01211702]
question 683	2	2	1	[0.02115665 0.07225642 0.83592904 0.04730709 0.02335085]
question 684	0	0	1	[0.87397367 0.01980009 0.04051333 0.01772599 0.04798693]
question 685	0	4	0	[0.24264213 0.0025069  0.00806041 0.04026263 0.70652795]
question 686	1	1	1	[0.00383891 0.72283757 0.00474394 0.00786158 0.26071808]
question 687	1	1	1	[0.07958432 0.51674044 0.04569842 0.03213539 0.32584143]
question 688	4	1	0	[2.0385804e-02 7.1064919e-01 1.4262168e-04 1.0577438e-03 2.6776466e-01]
question 689	2	2	1	[5.0901185e-04 2.5744167e-01 7.3709899e-01 4.2572366e-03 6.9307524e-04]
question 690	2	2	1	[0.0011468  0.00788949 0.9634892  0.00758464 0.01988984]
question 691	2	4	0	[0.16714258 0.07801048 0.21885055 0.25441453 0.2815818 ]
question 692	4	1	0	[0.01546143 0.6649738  0.00443644 0.00643859 0.30868974]
question 693	4	4	1	[9.3567454e-05 5.5549343e-05 3.2573240e-04 9.7272583e-05 9.9942786e-01]
question 694	2	0	0	[0.2568438  0.25185367 0.23875073 0.1335353  0.11901651]
question 695	0	0	1	[9.4200224e-01 1.2619731e-04 1.7646165e-05 1.7246971e-04 5.7681434e-02]
question 696	3	4	0	[2.4647149e-03 1.8527059e-04 3.2523365e-03 8.4524967e-02 9.0957272e-01]
question 697	0	0	1	[6.7669350e-01 3.0362067e-01 1.9206002e-04 1.9393696e-02 1.0013106e-04]
question 698	2	2	1	[0.00633286 0.01570326 0.9661429  0.0069995  0.0048215 ]
question 699	2	4	0	[0.12644204 0.09005347 0.25783113 0.21765627 0.30801705]
question 700	0	0	1	[0.37280375 0.08710263 0.01194312 0.24172737 0.28642306]
question 701	1	1	1	[0.11150128 0.72717434 0.15158843 0.00597148 0.00376453]
question 702	3	4	0	[0.01727684 0.11125492 0.10892499 0.14909917 0.61344403]
question 703	2	4	0	[0.02677484 0.00726834 0.08391189 0.04442698 0.83761793]
question 704	2	0	0	[0.45097536 0.08233786 0.27539796 0.09184309 0.09944574]
question 705	4	4	1	[2.7749005e-03 5.3811504e-04 2.2515110e-03 1.6737315e-03 9.9276167e-01]
question 706	4	2	0	[0.00819799 0.11134671 0.784626   0.00805108 0.08777826]
question 707	4	4	1	[0.02648002 0.08166277 0.09595469 0.08626252 0.70963997]
question 708	2	2	1	[0.14397936 0.03970965 0.7512163  0.00421996 0.06087476]
question 709	4	4	1	[0.01020355 0.06364559 0.13342403 0.27037928 0.5223476 ]
question 710	2	2	1	[0.07742846 0.15900627 0.5174684  0.06483314 0.18126372]
question 711	1	0	0	[0.6786428  0.24738389 0.03086835 0.01251277 0.03059212]
question 712	0	4	0	[0.14178962 0.01539257 0.05200013 0.01073035 0.7800873 ]
question 713	0	0	1	[0.3621438  0.11590467 0.03089571 0.1620157  0.3290401 ]
question 714	3	3	1	[0.00860027 0.00258612 0.00309313 0.9784426  0.0072778 ]
question 715	2	2	1	[0.0125348  0.00914035 0.9399976  0.01245058 0.02587668]
question 716	4	4	1	[0.12849729 0.04837361 0.03979212 0.02242929 0.7609077 ]
question 717	2	2	1	[2.6853880e-04 5.1557337e-04 9.7196567e-01 2.6849229e-02 4.0106048e-04]
question 718	1	4	0	[0.05209199 0.21294725 0.00472913 0.00994297 0.7202887 ]
question 719	4	4	1	[2.31101149e-04 1.04031526e-04 3.07671782e-02 9.34457275e-05 9.68804300e-01]
question 720	0	4	0	[0.26043946 0.17792554 0.19163753 0.09386194 0.2761355 ]
question 721	4	4	1	[0.00124461 0.00571285 0.02436867 0.00562491 0.96304893]
question 722	0	0	1	[0.8968771  0.01617891 0.0130912  0.01336616 0.06048668]
question 723	1	1	1	[0.2604267  0.6310842  0.0050792  0.05337433 0.05003552]
question 724	3	3	1	[0.26975092 0.00429549 0.04064541 0.6201862  0.06512199]
question 725	4	4	1	[0.04468281 0.00113409 0.22760004 0.00563159 0.7209515 ]
question 726	0	2	0	[0.09102882 0.01790415 0.58771944 0.03163283 0.27171478]
question 727	3	3	1	[0.09657424 0.08533032 0.00889186 0.8058853  0.00331821]
question 728	2	2	1	[1.3480383e-03 3.7527397e-02 9.6031839e-01 1.9291957e-04 6.1325211e-04]
question 729	3	3	1	[0.07507868 0.01452995 0.1314105  0.7059211  0.0730598 ]
question 730	3	3	1	[3.5954409e-04 2.0299691e-03 2.1891000e-02 9.7524828e-01 4.7121910e-04]
question 731	0	2	0	[0.31123072 0.00378199 0.679722   0.00418815 0.00107716]
question 732	3	3	1	[0.14491165 0.02960057 0.0115343  0.7494063  0.06454715]
question 733	0	0	1	[0.6003975  0.2802619  0.04701544 0.04982374 0.02250141]
question 734	0	0	1	[0.51913035 0.22855255 0.09665035 0.03129555 0.1243712 ]
question 735	4	4	1	[0.13202934 0.01453036 0.01300222 0.21947    0.62096804]
question 736	4	4	1	[0.0239034  0.10883132 0.06333229 0.05252859 0.7514044 ]
question 737	0	4	0	[0.04352179 0.05178508 0.05917429 0.34926558 0.49625322]
question 738	2	2	1	[0.06115504 0.00198132 0.929733   0.00478458 0.00234615]
question 739	3	3	1	[0.00554182 0.00896468 0.0365239  0.9292056  0.01976392]
question 740	0	0	1	[0.46212748 0.45208964 0.03187798 0.01970287 0.03420203]
question 741	0	0	1	[0.8032986  0.02290089 0.15801525 0.00403452 0.01175083]
question 742	1	1	1	[2.0110975e-01 7.0632935e-01 1.3462564e-02 7.8486197e-02 6.1212434e-04]
question 743	4	4	1	[1.1767825e-03 4.2372415e-04 1.5451531e-04 1.3565963e-04 9.9810934e-01]
question 744	3	3	1	[0.02131033 0.16588639 0.21553966 0.40721738 0.19004627]
question 745	0	1	0	[0.00890163 0.7776134  0.20267361 0.00092292 0.00988831]
question 746	4	4	1	[9.2255196e-04 8.4951543e-04 4.8145684e-03 1.5178750e-02 9.7823459e-01]
question 747	3	3	1	[1.5454773e-04 9.5455573e-05 2.6011190e-03 9.9708670e-01 6.2207975e-05]
question 748	4	4	1	[1.0470036e-04 6.6507854e-03 1.1204624e-04 3.8124246e-05 9.9309433e-01]
question 749	0	0	1	[0.94734627 0.00769806 0.03049017 0.00340226 0.01106327]
question 750	4	2	0	[0.04031529 0.05131699 0.7380278  0.01066894 0.15967098]
question 751	4	4	1	[0.02848162 0.00413015 0.00635578 0.00423973 0.9567928 ]
question 752	2	4	0	[0.00594778 0.00719082 0.31303942 0.30347532 0.37034667]
question 753	3	3	1	[0.05610553 0.03846988 0.02187716 0.8631097  0.02043774]
question 754	2	2	1	[0.03142582 0.01028454 0.72065467 0.11762115 0.1200138 ]
question 755	3	3	1	[1.2640294e-04 3.5745357e-04 8.9153138e-05 9.9792153e-01 1.5056082e-03]
question 756	2	2	1	[1.7528314e-02 3.0656322e-04 9.7698075e-01 3.5327552e-03 1.6515867e-03]
question 757	4	0	0	[0.25913152 0.01708306 0.22936508 0.25596803 0.23845236]
question 758	1	1	1	[0.01198753 0.8596284  0.01715743 0.08018297 0.0310437 ]
question 759	2	1	0	[0.18428005 0.44460455 0.17638747 0.13418837 0.06053962]
question 760	3	3	1	[0.00164731 0.00510796 0.00584    0.984945   0.0024598 ]
question 761	4	0	0	[0.8466945  0.00351891 0.09616061 0.02729245 0.02633354]
question 762	1	0	0	[0.80474716 0.01899113 0.1168291  0.02485809 0.03457447]
question 763	4	4	1	[1.1516269e-03 7.4878283e-04 1.5121912e-04 3.7822436e-04 9.9757010e-01]
question 764	4	4	1	[0.22513834 0.12014262 0.18846056 0.20982939 0.25642908]
question 765	2	0	0	[0.57191545 0.02969588 0.02093031 0.01752679 0.35993162]
question 766	0	0	1	[0.94646615 0.00336931 0.0014893  0.03175421 0.01692107]
question 767	3	1	0	[0.35325453 0.3704044  0.0565154  0.18336219 0.03646355]
question 768	0	4	0	[0.43835887 0.00751685 0.01861807 0.09714714 0.43835908]
question 769	4	1	0	[0.0277304  0.5511403  0.02219975 0.0051845  0.39374506]
question 770	1	1	1	[0.21232103 0.7837551  0.00101548 0.00198049 0.00092788]
question 771	0	0	1	[0.66202    0.05882555 0.08303884 0.08092424 0.11519133]
question 772	2	1	0	[0.20489334 0.4215671  0.15757725 0.09341498 0.12254732]
question 773	0	1	0	[0.20372468 0.6316365  0.05156253 0.06059702 0.0524793 ]
question 774	3	3	1	[0.15526566 0.0309371  0.17085148 0.35462877 0.28831697]
question 775	4	4	1	[0.00610825 0.00155178 0.33035728 0.20973878 0.4522439 ]
question 776	0	0	1	[0.7640985  0.05818092 0.03004204 0.00177024 0.14590824]
question 777	0	0	1	[0.78610444 0.01542737 0.01870761 0.08874828 0.09101224]
question 778	4	4	1	[1.2120856e-03 8.2520526e-03 9.2982984e-04 8.4394347e-03 9.8116654e-01]
question 779	1	1	1	[0.00548081 0.94756174 0.00357603 0.03901988 0.00436146]
question 780	4	4	1	[2.91034685e-05 1.05287181e-04 2.49169953e-03 1.11709465e-04 9.97262239e-01]
question 781	4	4	1	[1.1415736e-04 3.8563230e-05 1.8471759e-05 5.4221404e-05 9.9977463e-01]
question 782	1	1	1	[0.08392706 0.66497964 0.01257854 0.00582656 0.23268823]
question 783	2	1	0	[0.00271321 0.46341738 0.46334037 0.00490077 0.06562827]
question 784	3	2	0	[3.9428964e-04 1.2633475e-03 9.6850598e-01 2.8150531e-02 1.6858672e-03]
question 785	2	2	1	[0.02984122 0.00292544 0.9627261  0.00213062 0.00237655]
question 786	2	1	0	[0.26927978 0.28999677 0.23988013 0.02044445 0.18039888]
question 787	1	1	1	[0.05642904 0.5847593  0.28429654 0.01792029 0.05659482]
question 788	2	2	1	[0.0038323  0.07255089 0.91986746 0.00093486 0.00281451]
question 789	0	0	1	[0.94720614 0.00444772 0.00601572 0.00379102 0.03853942]
question 790	4	1	0	[0.11990596 0.81837827 0.01759885 0.00177382 0.04234309]
question 791	4	0	0	[0.5659865  0.04834155 0.00401451 0.01068078 0.37097663]
question 792	4	2	0	[0.08747004 0.13026361 0.5307204  0.02451079 0.22703518]
question 793	3	3	1	[4.6332623e-03 1.0994252e-06 1.0659438e-06 9.8549783e-01 9.8667471e-03]
question 794	0	4	0	[0.3954548  0.0012004  0.00159557 0.00282441 0.5989248 ]
question 795	1	2	0	[1.1160949e-03 1.7643201e-03 9.9443781e-01 2.1795923e-04 2.4637287e-03]
question 796	0	3	0	[0.15472968 0.02008595 0.3334828  0.46569097 0.02601064]
question 797	3	3	1	[0.11044083 0.0060134  0.02550434 0.8037062  0.05433527]
question 798	2	4	0	[0.01100287 0.10931648 0.01652802 0.07692938 0.78622323]
question 799	2	2	1	[0.00115085 0.00140925 0.9878663  0.00808437 0.00148917]
question 800	2	2	1	[0.38656175 0.01030105 0.5993092  0.001366   0.00246204]
question 801	1	1	1	[0.02675098 0.90559745 0.02508065 0.01450829 0.02806266]
question 802	2	2	1	[1.2137903e-03 7.6877324e-05 9.7184843e-01 2.2416817e-02 4.4440092e-03]
question 803	0	0	1	[0.9517452  0.02787089 0.01068004 0.00787167 0.00183217]
question 804	0	4	0	[0.20392919 0.07221113 0.20392923 0.07221115 0.44771937]
question 805	3	3	1	[2.0816261e-03 1.4978126e-04 9.2653744e-03 9.8662150e-01 1.8816553e-03]
question 806	0	0	1	[9.1167998e-01 1.8366734e-02 6.8750232e-02 1.0820314e-03 1.2105679e-04]
question 807	3	0	0	[0.461175   0.02369793 0.17303665 0.22548641 0.11660397]
question 808	3	3	1	[0.35865802 0.14957261 0.03898403 0.4151738  0.03761157]
question 809	2	2	1	[0.00743781 0.01064178 0.9773627  0.00259536 0.00196243]
question 810	1	0	0	[0.45164463 0.2742315  0.09694123 0.10507084 0.07211177]
question 811	2	2	1	[0.07018651 0.06362896 0.78893536 0.01698843 0.06026072]
question 812	0	2	0	[0.26988363 0.03989474 0.5784527  0.06739885 0.04437004]
question 813	4	4	1	[3.7192972e-04 2.3856509e-04 3.8738210e-05 2.2233553e-04 9.9912840e-01]
question 814	1	1	1	[0.07447806 0.87720776 0.01078956 0.02587347 0.01165109]
question 815	1	1	1	[0.00204383 0.943345   0.01077271 0.02008317 0.02375523]
question 816	4	4	1	[0.01795279 0.10233528 0.01761199 0.00711309 0.8549869 ]
question 817	4	4	1	[0.0484884  0.02123547 0.24563442 0.02211643 0.66252524]
question 818	4	4	1	[0.08629032 0.06042714 0.11308645 0.03349745 0.70669866]
question 819	3	3	1	[3.5689710e-04 9.3246350e-04 8.0856010e-02 7.8085834e-01 1.3699636e-01]
question 820	1	1	1	[0.056205   0.76800317 0.03960744 0.0875642  0.04862018]
question 821	4	4	1	[0.00284076 0.00915184 0.00415408 0.07358772 0.91026556]
question 822	3	3	1	[9.0857688e-03 1.3836128e-02 8.3263004e-03 9.6798539e-01 7.6649163e-04]
question 823	2	2	1	[0.02631845 0.03246881 0.8924785  0.01801967 0.0307145 ]
question 824	0	3	0	[0.22871669 0.05051023 0.03280834 0.6661341  0.02183073]
question 825	2	1	0	[0.01706307 0.4678533  0.14276978 0.33881626 0.03349766]
question 826	0	1	0	[0.11465899 0.8091512  0.02139059 0.03803798 0.01676131]
question 827	2	2	1	[0.4535869  0.00293011 0.52496344 0.00481253 0.01370699]
question 828	2	0	0	[0.51699495 0.01240261 0.43120208 0.02314918 0.0162512 ]
question 829	2	1	0	[0.07846898 0.45562345 0.41229624 0.0138183  0.03979302]
question 830	2	2	1	[0.2627494  0.06183513 0.26380038 0.19477862 0.21683645]
question 831	2	1	0	[0.03018534 0.46168533 0.33212686 0.1626578  0.01334464]
question 832	1	1	1	[5.1703905e-03 9.8135823e-01 1.1402403e-02 1.7602260e-03 3.0877462e-04]
question 833	2	2	1	[0.09075055 0.06781043 0.52941334 0.25805393 0.05397171]
question 834	2	2	1	[0.00673244 0.0225869  0.53719336 0.15204573 0.28144166]
question 835	4	4	1	[0.01304621 0.00899232 0.02092264 0.02687407 0.93016475]
question 836	3	3	1	[0.00427445 0.22128129 0.04990935 0.7224744  0.00206063]
question 837	0	0	1	[5.8728659e-01 4.1217005e-01 3.1117507e-04 7.8008554e-05 1.5417043e-04]
question 838	4	2	0	[0.05750969 0.10894858 0.6655814  0.09794358 0.07001672]
question 839	4	3	0	[0.01112755 0.25487098 0.08786545 0.38323188 0.26290414]
question 840	1	1	1	[1.0119623e-03 9.7468579e-01 2.7542343e-05 2.5637446e-05 2.4249019e-02]
question 841	1	1	1	[0.02664911 0.89126295 0.06956939 0.00458016 0.00793832]
question 842	1	2	0	[0.0484556  0.387345   0.53036904 0.01455131 0.01927914]
question 843	4	2	0	[0.00625366 0.05768294 0.8196963  0.00198509 0.11438204]
question 844	0	0	1	[0.3875414  0.06011264 0.07223275 0.10799398 0.3721192 ]
question 845	3	3	1	[7.6906579e-03 3.9234961e-04 6.3552725e-04 9.8730564e-01 3.9758165e-03]
question 846	3	3	1	[0.45837218 0.00076815 0.00323735 0.5368478  0.00077455]
question 847	1	1	1	[5.9624297e-05 9.9914598e-01 5.7992802e-05 2.9569404e-04 4.4066476e-04]
question 848	1	4	0	[0.03289984 0.16373093 0.0397255  0.00916341 0.7544803 ]
question 849	0	3	0	[0.33827457 0.27214158 0.00334619 0.38372403 0.00251372]
question 850	3	3	1	[1.6156067e-03 6.0837840e-05 2.8531802e-05 9.9816078e-01 1.3418212e-04]
question 851	0	0	1	[0.8410969  0.05354893 0.04346475 0.01019372 0.05169578]
question 852	0	0	1	[0.69880086 0.03609345 0.04957836 0.02588429 0.18964304]
question 853	3	3	1	[0.03646757 0.04006132 0.14883307 0.7576969  0.01694113]
question 854	0	0	1	[0.77654326 0.03533825 0.0194234  0.16225858 0.00643659]
question 855	2	2	1	[5.1530934e-04 7.0750684e-05 9.9886429e-01 1.5092125e-04 3.9881625e-04]
question 856	1	4	0	[0.21296243 0.27654314 0.08887552 0.11223255 0.30938637]
question 857	1	1	1	[1.8968292e-02 9.8064399e-01 1.4762231e-04 1.7620424e-04 6.3997591e-05]
question 858	2	1	0	[0.09354131 0.65136474 0.0974363  0.13762616 0.02003139]
question 859	2	2	1	[0.11116681 0.07996162 0.635498   0.07542778 0.09794582]
question 860	1	1	1	[0.03989276 0.94655895 0.0045096  0.00322589 0.00581282]
question 861	0	0	1	[0.50224453 0.23891684 0.04023531 0.04512685 0.17347644]
question 862	0	0	1	[9.8799288e-01 8.9148601e-04 2.1531079e-03 6.2091402e-03 2.7533586e-03]
question 863	3	3	1	[0.24052909 0.2226867  0.0991181  0.42339268 0.01427344]
question 864	0	2	0	[0.01858524 0.00132027 0.53273344 0.13850833 0.3088527 ]
question 865	2	2	1	[0.2163502  0.0055     0.3589938  0.35609734 0.06305864]
question 866	3	3	1	[0.11800993 0.06061905 0.05500784 0.6995065  0.06685662]
question 867	0	0	1	[0.8815049  0.02110758 0.01288739 0.07143333 0.01306675]
question 868	1	1	1	[0.00482925 0.9216905  0.04074593 0.01039073 0.02234356]
question 869	0	0	1	[0.9191409  0.02161571 0.00684317 0.00684317 0.04555722]
question 870	1	1	1	[0.07266183 0.83330077 0.02860196 0.03272346 0.0327119 ]
question 871	3	3	1	[0.04352442 0.16009642 0.08088781 0.5700875  0.1454038 ]
question 872	4	4	1	[4.3899114e-03 1.7688592e-03 6.6926598e-04 1.7967634e-02 9.7520429e-01]
question 873	2	3	0	[0.1988085  0.02810157 0.07119892 0.50195074 0.1999403 ]
question 874	0	1	0	[0.2721894  0.55388945 0.05389504 0.07806133 0.04196477]
question 875	3	3	1	[0.0077359  0.00672944 0.00466373 0.9678843  0.0129867 ]
question 876	4	4	1	[0.01052386 0.07783831 0.01355514 0.06034065 0.8377421 ]
question 877	2	0	0	[0.6076441  0.01802626 0.04881847 0.23076567 0.09474545]
question 878	2	2	1	[0.15032877 0.18389899 0.62843686 0.01134875 0.02598661]
question 879	2	3	0	[0.02744275 0.15873995 0.15371028 0.4306106  0.22949643]
question 880	0	0	1	[0.7319414  0.2330007  0.0259696  0.00379693 0.00529132]
question 881	4	4	1	[0.16866367 0.12087643 0.16230343 0.09515006 0.45300636]
question 882	4	4	1	[0.26858667 0.04347253 0.01988499 0.06518049 0.60287535]
question 883	4	0	0	[0.6045282  0.00254942 0.08286238 0.01596992 0.29409003]
question 884	4	4	1	[2.0791635e-02 4.1540345e-04 7.6489151e-03 8.4574502e-03 9.6268654e-01]
question 885	2	2	1	[0.10952178 0.19106904 0.4599325  0.1137258  0.12575087]
question 886	3	3	1	[3.3211720e-04 1.6572764e-03 2.0600548e-03 9.9526066e-01 6.8989402e-04]
question 887	0	0	1	[9.9683446e-01 1.6942077e-04 1.4093249e-03 1.1359279e-03 4.5079304e-04]
question 888	4	4	1	[0.07344534 0.00512099 0.00696908 0.00704899 0.90741557]
question 889	2	1	0	[0.03257057 0.54177797 0.03953857 0.07732008 0.3087928 ]
question 890	4	4	1	[0.0280973  0.07446883 0.10022327 0.18041793 0.61679274]
question 891	1	1	1	[0.01339068 0.5762308  0.06454479 0.3021684  0.04366537]
question 892	4	2	0	[1.3170395e-02 3.0845809e-03 9.8357695e-01 7.5254102e-05 9.2858194e-05]
question 893	2	2	1	[0.07022431 0.10966841 0.45223224 0.0590548  0.30882028]
question 894	2	2	1	[2.6611172e-02 2.1790058e-04 9.7240722e-01 2.4038907e-04 5.2329240e-04]
question 895	4	3	0	[0.17508782 0.23274472 0.16938028 0.34225154 0.08053565]
question 896	4	4	1	[0.06946494 0.05309666 0.30648118 0.08632307 0.48463413]
question 897	3	3	1	[1.1262331e-03 5.3656707e-04 9.6026243e-04 9.9666131e-01 7.1573874e-04]
question 898	3	3	1	[0.00728682 0.00937442 0.18969421 0.7922193  0.00142523]
question 899	4	4	1	[0.24718305 0.03782588 0.0228604  0.05378647 0.63834417]
question 900	1	1	1	[1.5328350e-03 9.9404752e-01 1.3021759e-03 2.2696205e-03 8.4783690e-04]
question 901	4	4	1	[0.03150972 0.00758857 0.00794176 0.11571416 0.83724576]
question 902	1	1	1	[0.22260827 0.6599276  0.00336159 0.00196102 0.11214149]
question 903	4	4	1	[9.9094899e-04 3.4823504e-03 6.2421913e-04 4.4298940e-04 9.9445951e-01]
question 904	4	4	1	[0.00856089 0.00291845 0.00101067 0.00236971 0.98514026]
question 905	0	0	1	[0.78906476 0.08234223 0.02194941 0.03988336 0.06676024]
question 906	3	3	1	[0.03121176 0.1144814  0.00697652 0.78646713 0.0608632 ]
question 907	1	1	1	[0.02641323 0.8432361  0.00897362 0.10156173 0.01981527]
question 908	1	1	1	[1.7126756e-04 9.3306977e-01 6.8098406e-04 2.6426865e-03 6.3435197e-02]
question 909	0	0	1	[0.97226894 0.0102632  0.00440732 0.00112977 0.01193071]
question 910	3	2	0	[0.00790618 0.06504209 0.5687498  0.27324685 0.08505509]
question 911	1	2	0	[0.27413243 0.03931686 0.6331927  0.0509081  0.00244983]
question 912	3	1	0	[0.00580814 0.5085472  0.00711877 0.4524588  0.02606707]
