question	gold	predicted	correct	predicted probabilities
question 640	1	3	0	[0.21358745 0.32132998 0.04983708 0.34384623 0.07139934]
question 641	1	1	1	[0.03484507 0.8517729  0.03860046 0.03006432 0.04471725]
question 642	3	3	1	[2.0860234e-01 3.7143371e-04 1.4153844e-01 6.4842457e-01 1.0631311e-03]
question 643	1	4	0	[0.0564562  0.16267498 0.06758753 0.18690634 0.526375  ]
question 644	2	2	1	[0.07712392 0.00792167 0.7942643  0.08871418 0.03197596]
question 645	1	1	1	[0.05117235 0.7204307  0.02941091 0.10542677 0.09355927]
question 646	3	3	1	[2.6113503e-05 4.2071130e-02 1.2502509e-04 9.5776284e-01 1.4882871e-05]
question 647	0	0	1	[0.7199034  0.00823228 0.00486918 0.00558818 0.26140696]
question 648	4	4	1	[0.05171245 0.01513761 0.01752953 0.13814946 0.77747095]
question 649	3	3	1	[1.3789818e-04 1.2145507e-04 1.8766500e-01 8.1198096e-01 9.4703035e-05]
question 650	3	3	1	[0.08888485 0.11991671 0.12965447 0.5340207  0.12752318]
question 651	3	2	0	[0.0320585  0.30914545 0.33227885 0.29558596 0.03093127]
question 652	1	1	1	[5.8842460e-03 9.8810220e-01 1.4475134e-03 4.2697168e-03 2.9635133e-04]
question 653	0	0	1	[0.98380244 0.00116586 0.00886314 0.00137723 0.00479144]
question 654	4	4	1	[0.1576855  0.12592778 0.1317097  0.11690838 0.46776867]
question 655	1	1	1	[0.27594742 0.43301696 0.01218206 0.26743346 0.01142012]
question 656	2	2	1	[0.22081895 0.06926174 0.62745285 0.05126074 0.03120573]
question 657	1	1	1	[0.03202688 0.9025017  0.03944665 0.01391068 0.01211411]
question 658	3	3	1	[0.1274981  0.23709083 0.04410711 0.4058387  0.18546529]
question 659	0	0	1	[0.47708344 0.2338087  0.23589852 0.04175013 0.01145918]
question 660	4	4	1	[0.03805417 0.01845845 0.00424256 0.02022314 0.9190216 ]
question 661	4	4	1	[0.03184145 0.00801177 0.21451415 0.02163691 0.7239957 ]
question 662	3	4	0	[0.08205375 0.13492331 0.16644083 0.18277624 0.43380585]
question 663	4	4	1	[0.02240051 0.43661    0.03159836 0.05771789 0.45167324]
question 664	4	4	1	[0.02061144 0.19299045 0.17225109 0.17172663 0.44242042]
question 665	2	2	1	[0.03945896 0.03357135 0.7470449  0.11849564 0.06142914]
question 666	4	4	1	[7.2139075e-05 9.9760146e-05 7.7793520e-05 1.1626279e-03 9.9858773e-01]
question 667	3	3	1	[0.06468756 0.04479865 0.17372386 0.6952378  0.02155212]
question 668	4	4	1	[1.3792225e-03 1.5876351e-02 4.4728379e-04 8.1557222e-02 9.0073991e-01]
question 669	1	1	1	[0.00226926 0.96659756 0.01751162 0.00265175 0.01096987]
question 670	3	2	0	[0.17983735 0.17455743 0.2913989  0.13065998 0.2235463 ]
question 671	0	3	0	[0.22999372 0.27084053 0.05233721 0.41949478 0.02733367]
question 672	4	4	1	[0.00403237 0.01877605 0.13423085 0.10381804 0.7391426 ]
question 673	3	3	1	[0.02265611 0.00652998 0.01653814 0.94651866 0.00775713]
question 674	2	2	1	[0.01013358 0.00378352 0.97562236 0.00390059 0.00655999]
question 675	1	1	1	[0.33247346 0.64418864 0.00466346 0.0152395  0.00343494]
question 676	1	4	0	[0.01359711 0.29563868 0.01927703 0.01267302 0.65881413]
question 677	3	3	1	[0.00628123 0.00284969 0.00387053 0.9797706  0.00722794]
question 678	4	4	1	[0.14121187 0.01904411 0.22485523 0.14996725 0.4649216 ]
question 679	0	0	1	[0.90496194 0.01193713 0.03963092 0.02866473 0.01480526]
question 680	4	4	1	[0.15477282 0.01714944 0.01967503 0.123959   0.6844437 ]
question 681	0	0	1	[0.60646254 0.27216175 0.02424678 0.02003004 0.07709889]
question 682	0	0	1	[0.7120097  0.0460929  0.04602266 0.15060577 0.04526888]
question 683	2	2	1	[0.01685592 0.00889715 0.87163687 0.05949168 0.04311841]
question 684	0	0	1	[0.8632661  0.01969179 0.06003431 0.01132189 0.04568588]
question 685	0	0	1	[0.8890062  0.00321355 0.01075388 0.07551142 0.02151493]
question 686	1	1	1	[0.01469064 0.6154629  0.00634769 0.08504342 0.27845532]
question 687	1	1	1	[0.00887925 0.64275366 0.01743133 0.0712452  0.25969058]
question 688	4	4	1	[0.08724146 0.32355037 0.0009056  0.00458294 0.5837196 ]
question 689	2	2	1	[0.00395462 0.16550098 0.8215768  0.00450061 0.00446688]
question 690	2	2	1	[0.00285323 0.24085428 0.54897726 0.04446847 0.1628468 ]
question 691	2	3	0	[0.08478196 0.10874516 0.10870188 0.47994456 0.21782647]
question 692	4	1	0	[0.11505007 0.44747138 0.06303979 0.03919983 0.33523887]
question 693	4	4	1	[3.6197477e-03 6.1246566e-04 5.1428643e-03 2.0746300e-03 9.8855025e-01]
question 694	2	2	1	[0.20153521 0.1982355  0.20821501 0.19104786 0.20096643]
question 695	0	0	1	[0.66077864 0.02224663 0.00556246 0.09324564 0.21816653]
question 696	3	4	0	[0.24944761 0.01602335 0.02928148 0.2919788  0.41326877]
question 697	0	1	0	[0.40758818 0.45266613 0.0053093  0.13008742 0.00434892]
question 698	2	2	1	[0.05554229 0.19808772 0.6824404  0.007222   0.05670756]
question 699	2	4	0	[0.18430628 0.03375204 0.23401135 0.03859982 0.5093306 ]
question 700	0	1	0	[0.13862947 0.27897167 0.09294332 0.23915659 0.2502989 ]
question 701	1	1	1	[0.09157067 0.48831624 0.33835757 0.03518378 0.04657176]
question 702	3	3	1	[0.04142357 0.00803035 0.26025638 0.47550726 0.21478252]
question 703	2	4	0	[0.07804979 0.04010517 0.32178608 0.19457285 0.36548612]
question 704	2	0	0	[0.283764   0.13970204 0.20753418 0.25149894 0.11750087]
question 705	4	4	1	[0.01554488 0.01649209 0.00711942 0.02119725 0.9396463 ]
question 706	4	1	0	[0.02044704 0.37400675 0.2196509  0.02128669 0.36460865]
question 707	4	4	1	[0.00476142 0.01631735 0.00324945 0.00331314 0.97235864]
question 708	2	2	1	[0.22452947 0.09291773 0.52530134 0.05140534 0.10584614]
question 709	4	4	1	[0.00876769 0.15125573 0.20877928 0.24001183 0.3911854 ]
question 710	2	2	1	[0.00164778 0.00631776 0.9871001  0.00182409 0.00311023]
question 711	1	1	1	[0.01906084 0.9586149  0.00515017 0.00854932 0.0086247 ]
question 712	0	0	1	[0.49968293 0.03037521 0.05374047 0.02513051 0.39107087]
question 713	0	4	0	[0.31054097 0.17881356 0.01082758 0.02374024 0.4760776 ]
question 714	3	3	1	[0.11626186 0.00953497 0.00612083 0.8175138  0.05056852]
question 715	2	2	1	[0.00628492 0.00092523 0.7670305  0.00454228 0.221217  ]
question 716	4	4	1	[0.07365424 0.13731045 0.072846   0.04219123 0.67399806]
question 717	2	2	1	[5.2589696e-04 1.3246523e-03 9.9188238e-01 4.1271420e-03 2.1399367e-03]
question 718	1	4	0	[0.04050931 0.20743592 0.03200975 0.0521423  0.66790277]
question 719	4	4	1	[0.01558124 0.00534906 0.1188103  0.01053265 0.84972674]
question 720	0	0	1	[0.23839712 0.17066903 0.20522605 0.18526421 0.2004436 ]
question 721	4	4	1	[0.01716442 0.08462812 0.01166252 0.00766296 0.878882  ]
question 722	0	0	1	[0.76489216 0.05416531 0.07892974 0.04244654 0.05956628]
question 723	1	1	1	[0.27283752 0.36784336 0.04914982 0.17648038 0.13368896]
question 724	3	0	0	[0.3416036  0.01202771 0.17195228 0.2941317  0.18028475]
question 725	4	4	1	[0.04048394 0.02066971 0.12726966 0.02468763 0.7868891 ]
question 726	0	0	1	[0.8499206  0.00521423 0.082899   0.04991795 0.01204818]
question 727	3	3	1	[0.08444343 0.16514361 0.01974695 0.7238676  0.00679839]
question 728	2	2	1	[7.5181836e-04 4.0009066e-02 9.5882541e-01 7.9870792e-05 3.3387903e-04]
question 729	3	3	1	[0.05954695 0.05895762 0.14014538 0.67002696 0.07132311]
question 730	3	3	1	[0.00253652 0.00441693 0.1573864  0.8214258  0.01423439]
question 731	0	0	1	[0.6521633  0.00926648 0.32372564 0.00790936 0.00693519]
question 732	3	3	1	[0.13190322 0.00339544 0.02596918 0.8115765  0.02715565]
question 733	0	0	1	[0.7656651  0.122481   0.03281631 0.06474867 0.01428879]
question 734	0	0	1	[0.39306024 0.22278064 0.1717093  0.04001803 0.17243183]
question 735	4	0	0	[0.7257086  0.01003016 0.02174632 0.04695087 0.19556403]
question 736	4	4	1	[0.00696915 0.01819831 0.10232522 0.03689488 0.8356124 ]
question 737	0	3	0	[0.09518974 0.1143825  0.04318582 0.44912425 0.29811767]
question 738	2	2	1	[0.0054719  0.01599085 0.9327963  0.02055386 0.02518708]
question 739	3	3	1	[0.0398692  0.03644526 0.03447726 0.85234016 0.03686816]
question 740	0	0	1	[0.7293303  0.04798456 0.10484207 0.01976218 0.09808083]
question 741	0	0	1	[0.7279915  0.03012385 0.21244021 0.01737634 0.01206805]
question 742	1	1	1	[0.03506023 0.7818416  0.00384898 0.17824018 0.00100903]
question 743	4	4	1	[0.10484927 0.04881135 0.00662918 0.01377874 0.82593143]
question 744	3	1	0	[0.08929347 0.38039303 0.06326095 0.27131256 0.19574001]
question 745	0	2	0	[3.2800433e-04 1.4385039e-02 9.8416048e-01 3.8775598e-04 7.3871994e-04]
question 746	4	4	1	[0.0014609  0.00362248 0.00193165 0.01563299 0.97735196]
question 747	3	3	1	[0.05586157 0.01880977 0.10958654 0.7931164  0.02262571]
question 748	4	4	1	[0.00605695 0.10577117 0.00719345 0.00725181 0.8737266 ]
question 749	0	0	1	[0.95571154 0.00728224 0.01887091 0.00905108 0.00908427]
question 750	4	4	1	[0.23906721 0.14840952 0.2820243  0.02995913 0.30053994]
question 751	4	4	1	[0.20429115 0.03415305 0.01501705 0.27537966 0.47115904]
question 752	2	2	1	[0.02167184 0.02101307 0.42247847 0.38873968 0.14609692]
question 753	3	3	1	[0.11013918 0.28797683 0.16000569 0.3996963  0.04218203]
question 754	2	2	1	[0.0094743  0.00793376 0.92973804 0.03418587 0.01866803]
question 755	3	3	1	[6.3084619e-04 1.6377307e-03 5.8514747e-04 9.9502546e-01 2.1208744e-03]
question 756	2	2	1	[1.6788688e-03 9.2651992e-04 9.8047310e-01 1.6483698e-03 1.5273153e-02]
question 757	4	4	1	[0.16310443 0.03829996 0.0551988  0.11289353 0.6305033 ]
question 758	1	1	1	[0.01234492 0.9191448  0.02299801 0.03799286 0.00751947]
question 759	2	1	0	[0.08071964 0.304724   0.2183666  0.16005458 0.23613521]
question 760	3	3	1	[0.01141464 0.01840597 0.00834212 0.95019245 0.01164478]
question 761	4	0	0	[0.7541742  0.01917891 0.04849869 0.10161812 0.07653009]
question 762	1	0	0	[0.605058   0.14143571 0.12341163 0.08913869 0.04095597]
question 763	4	4	1	[5.5440766e-04 1.1802963e-02 4.7195188e-04 2.1148350e-03 9.8505592e-01]
question 764	4	2	0	[0.14419056 0.18730654 0.25795686 0.16679093 0.24375507]
question 765	2	4	0	[0.08459563 0.05023573 0.21347833 0.05230197 0.59938836]
question 766	0	0	1	[0.75866014 0.03701962 0.05484945 0.14445333 0.00501746]
question 767	3	0	0	[0.64325976 0.16521795 0.00713454 0.14719915 0.03718856]
question 768	0	4	0	[0.23930703 0.10520934 0.2200409  0.18677282 0.24866985]
question 769	4	4	1	[0.0727804  0.20270216 0.07234564 0.03828435 0.61388737]
question 770	1	1	1	[0.29066026 0.6847143  0.00866533 0.01264564 0.0033144 ]
question 771	0	0	1	[0.44428414 0.1400676  0.19701734 0.05864538 0.1599855 ]
question 772	2	1	0	[0.1333477  0.29097012 0.12929073 0.17090745 0.275484  ]
question 773	0	1	0	[0.3297157  0.6336676  0.01553739 0.01077861 0.01030076]
question 774	3	3	1	[0.1352456  0.11989241 0.14301847 0.40465882 0.19718473]
question 775	4	4	1	[8.1362976e-03 5.6408602e-04 7.6660044e-02 2.6667666e-01 6.4796287e-01]
question 776	0	0	1	[0.51066077 0.4109359  0.01971866 0.00304639 0.0556382 ]
question 777	0	0	1	[0.7762395  0.00435197 0.00492258 0.10035469 0.11413116]
question 778	4	4	1	[0.00945223 0.02713777 0.00806644 0.02662721 0.92871636]
question 779	1	1	1	[0.06054633 0.6173803  0.00957914 0.25638887 0.05610533]
question 780	4	4	1	[1.1640978e-03 1.8120502e-03 5.1900591e-03 8.8114571e-04 9.9095261e-01]
question 781	4	4	1	[2.8050674e-05 3.9228769e-05 7.9888241e-06 7.6412478e-05 9.9984825e-01]
question 782	1	4	0	[0.05483194 0.45391878 0.02694609 0.00731132 0.45699185]
question 783	2	2	1	[0.01117142 0.22912326 0.42790934 0.01744824 0.3143477 ]
question 784	3	2	0	[0.00851809 0.00826779 0.9034213  0.06839465 0.01139819]
question 785	2	2	1	[0.03381543 0.0036927  0.9507877  0.00749566 0.00420838]
question 786	2	2	1	[0.16375044 0.2250103  0.48201454 0.08862069 0.04060404]
question 787	1	1	1	[0.06081351 0.68601644 0.15381353 0.03648631 0.06287019]
question 788	2	2	1	[0.01024931 0.35265258 0.6027677  0.02828922 0.0060412 ]
question 789	0	0	1	[0.9208747  0.00162582 0.00406587 0.00756322 0.06587034]
question 790	4	1	0	[0.02547541 0.8546791  0.01974554 0.00766928 0.09243069]
question 791	4	4	1	[0.17126703 0.00632171 0.00212593 0.00333982 0.8169455 ]
question 792	4	4	1	[0.10047063 0.11255034 0.12452895 0.12765636 0.53479373]
question 793	3	3	1	[1.8064039e-04 9.3329918e-06 4.9511636e-06 9.9943560e-01 3.6949242e-04]
question 794	0	0	1	[0.84610415 0.00450924 0.00177389 0.00581422 0.14179857]
question 795	1	2	0	[0.01220453 0.02537092 0.9568646  0.00113258 0.0044274 ]
question 796	0	3	0	[0.43623185 0.01258978 0.07474563 0.46779144 0.00864135]
question 797	3	3	1	[0.08201385 0.00502289 0.02949685 0.8566337  0.02683269]
question 798	2	4	0	[0.06586269 0.13505036 0.09449629 0.10981032 0.5947803 ]
question 799	2	2	1	[0.01944399 0.00549886 0.9258204  0.03533297 0.01390388]
question 800	2	2	1	[0.43037894 0.0107621  0.5295488  0.01102294 0.01828719]
question 801	1	1	1	[0.05639021 0.80031604 0.0401229  0.04599062 0.0571802 ]
question 802	2	2	1	[5.9572696e-03 1.9379093e-04 9.7983950e-01 1.2719475e-02 1.2899635e-03]
question 803	0	0	1	[0.70510566 0.14806351 0.05920613 0.02751944 0.06010541]
question 804	0	0	1	[0.3827934  0.18732657 0.18331632 0.11205275 0.13451098]
question 805	3	3	1	[0.06275173 0.00447098 0.09713032 0.83460814 0.0010388 ]
question 806	0	0	1	[0.53218323 0.1609244  0.25943735 0.01039723 0.03705784]
question 807	3	2	0	[0.24547286 0.08926532 0.32729083 0.16320889 0.17476204]
question 808	3	3	1	[0.12143645 0.02585317 0.01920965 0.81159246 0.02190831]
question 809	2	2	1	[0.01255044 0.00326137 0.9812306  0.00145159 0.00150598]
question 810	1	1	1	[0.37234822 0.57034796 0.02465588 0.01323582 0.01941202]
question 811	2	2	1	[0.03545648 0.02905468 0.85096145 0.0355408  0.04898654]
question 812	0	0	1	[0.9025827  0.00934229 0.07374756 0.00312575 0.01120175]
question 813	4	4	1	[0.00612709 0.01011266 0.0017931  0.00439452 0.9775727 ]
question 814	1	1	1	[0.01638606 0.9051668  0.01225071 0.05652743 0.00966911]
question 815	1	1	1	[0.07227571 0.57431275 0.03871301 0.2876901  0.02700849]
question 816	4	4	1	[0.01486951 0.03244814 0.01233531 0.0076419  0.9327051 ]
question 817	4	4	1	[0.02586637 0.02531828 0.17704211 0.02425735 0.74751586]
question 818	4	4	1	[0.03995043 0.01460437 0.01252343 0.03182637 0.9010954 ]
question 819	3	3	1	[0.00233719 0.00153456 0.10644224 0.6897125  0.1999734 ]
question 820	1	1	1	[0.07343888 0.64597416 0.12322772 0.08031161 0.07704762]
question 821	4	4	1	[0.00642736 0.02886775 0.00721973 0.18507259 0.7724126 ]
question 822	3	3	1	[0.26836538 0.02788315 0.23617464 0.44172484 0.02585195]
question 823	2	2	1	[0.01484336 0.010955   0.94511425 0.01084713 0.01824034]
question 824	0	3	0	[0.17305869 0.02759147 0.0113259  0.77902865 0.00899521]
question 825	2	4	0	[0.06810156 0.18755236 0.28167212 0.17415008 0.2885239 ]
question 826	0	1	0	[0.12446681 0.5640819  0.06583297 0.16860293 0.07701539]
question 827	2	2	1	[0.11700032 0.00366213 0.8360215  0.0181147  0.02520139]
question 828	2	2	1	[0.19014353 0.01450499 0.7340035  0.04909872 0.01224927]
question 829	2	2	1	[0.05830287 0.24890193 0.60817796 0.06279816 0.02181908]
question 830	2	1	0	[0.13256687 0.409823   0.12726553 0.1471745  0.18317007]
question 831	2	2	1	[0.04869954 0.16125163 0.69587773 0.0584677  0.03570328]
question 832	1	1	1	[0.00821534 0.9401581  0.04286933 0.00624886 0.00250829]
question 833	2	2	1	[0.28463832 0.02004993 0.62365043 0.0512448  0.02041649]
question 834	2	4	0	[0.00897687 0.01240485 0.19659722 0.01592114 0.76609993]
question 835	4	4	1	[0.00606176 0.00944652 0.06534089 0.05631817 0.8628326 ]
question 836	3	3	1	[0.02118499 0.18012324 0.02796851 0.76054007 0.01018315]
question 837	0	0	1	[0.75251454 0.1908067  0.04501414 0.00237503 0.00928959]
question 838	4	2	0	[0.15243097 0.15648614 0.28240478 0.1698659  0.23881212]
question 839	4	4	1	[0.0243684  0.10400504 0.0367244  0.02501682 0.80988526]
question 840	1	1	1	[2.19366440e-04 9.88016486e-01 1.33390917e-04 1.04151906e-04 1.15266526e-02]
question 841	1	1	1	[0.07656141 0.6626934  0.13669671 0.01880391 0.10524463]
question 842	1	1	1	[0.10901082 0.84930754 0.00491272 0.03199353 0.00477537]
question 843	4	2	0	[0.01058671 0.02359023 0.8618604  0.0055655  0.09839714]
question 844	0	0	1	[0.7663394  0.02967375 0.01784239 0.05540326 0.13074109]
question 845	3	3	1	[0.11353508 0.00642412 0.00296391 0.8681359  0.00894097]
question 846	3	3	1	[0.06203968 0.00387365 0.00582097 0.91993517 0.00833056]
question 847	1	1	1	[0.003216   0.98307115 0.00413089 0.00432355 0.00525854]
question 848	1	4	0	[0.06951118 0.2633545  0.0667696  0.02778642 0.57257825]
question 849	0	0	1	[0.63666093 0.23213014 0.00753185 0.11563057 0.00804651]
question 850	3	3	1	[1.3528157e-04 3.9497758e-05 2.0451222e-05 9.9973422e-01 7.0598340e-05]
question 851	0	4	0	[0.3195302  0.05168454 0.06466856 0.02627278 0.53784394]
question 852	0	0	1	[0.62245077 0.04129858 0.01157424 0.01012564 0.31455076]
question 853	3	3	1	[0.08763861 0.20527396 0.28021914 0.36154848 0.06531983]
question 854	0	0	1	[0.48547596 0.16360658 0.0156959  0.31911078 0.01611071]
question 855	2	2	1	[0.00423647 0.00504407 0.96254605 0.00837728 0.01979617]
question 856	1	1	1	[0.14029607 0.5781713  0.056056   0.06381448 0.16166216]
question 857	1	1	1	[0.15369187 0.8305702  0.00876854 0.00290649 0.00406288]
question 858	2	1	0	[0.21587211 0.36904988 0.14241995 0.1997411  0.07291689]
question 859	2	2	1	[0.06279612 0.05007278 0.76349616 0.05316827 0.07046661]
question 860	1	1	1	[0.19364907 0.6212134  0.06647369 0.06497831 0.05368561]
question 861	0	4	0	[0.25155672 0.22963537 0.18529531 0.07351977 0.2599928 ]
question 862	0	0	1	[0.6653566  0.01148492 0.025906   0.1114267  0.18582581]
question 863	3	3	1	[0.15153344 0.15644951 0.01771769 0.6694591  0.00484019]
question 864	0	4	0	[0.03225398 0.00243897 0.06695382 0.06483318 0.8335201 ]
question 865	2	2	1	[0.3643233  0.00528778 0.52801746 0.08122246 0.02114892]
question 866	3	3	1	[0.0220507  0.04263446 0.00571305 0.9142116  0.01539016]
question 867	0	0	1	[0.7097325  0.1587328  0.05843427 0.04475967 0.02834073]
question 868	1	1	1	[0.03731301 0.5869244  0.3021159  0.01083704 0.06280976]
question 869	0	0	1	[0.5606526  0.35112858 0.00950447 0.01031858 0.0683958 ]
question 870	1	1	1	[0.15967843 0.63236713 0.08224459 0.06882563 0.05688417]
question 871	3	3	1	[0.15287256 0.08499258 0.20325346 0.44056824 0.11831313]
question 872	4	4	1	[0.02037827 0.01292684 0.01389979 0.09323304 0.85956204]
question 873	2	3	0	[0.16417408 0.07120339 0.09344102 0.5016977  0.16948383]
question 874	0	3	0	[0.21802495 0.24943192 0.08493944 0.39542365 0.05218002]
question 875	3	3	1	[0.11314509 0.05696584 0.10382122 0.37088636 0.35518146]
question 876	4	4	1	[0.00343864 0.03351344 0.00473143 0.02190489 0.93641156]
question 877	2	4	0	[0.26690662 0.0530702  0.08474554 0.23276517 0.3625125 ]
question 878	2	2	1	[0.094717   0.33207354 0.54109097 0.01145221 0.02066634]
question 879	2	4	0	[0.22115608 0.22310309 0.18953697 0.11269473 0.25350907]
question 880	0	0	1	[0.6242765  0.29964972 0.02998552 0.0107844  0.03530398]
question 881	4	4	1	[0.15567972 0.09447283 0.15786746 0.06126463 0.53071535]
question 882	4	1	0	[0.0634677  0.37710565 0.0147687  0.31122905 0.23342888]
question 883	4	0	0	[0.48763922 0.01760393 0.14702632 0.03479086 0.31293967]
question 884	4	4	1	[0.03708328 0.00418727 0.00164221 0.0040799  0.95300734]
question 885	2	2	1	[0.06983346 0.06275343 0.7654858  0.05129767 0.05062958]
question 886	3	3	1	[1.0104926e-03 2.6505196e-03 1.5171857e-03 9.9401748e-01 8.0435781e-04]
question 887	0	0	1	[0.98813766 0.00251815 0.00646316 0.00188655 0.00099453]
question 888	4	4	1	[0.00747887 0.00908015 0.00425175 0.01084777 0.9683415 ]
question 889	2	1	0	[0.05946274 0.4493525  0.08832379 0.08083531 0.3220257 ]
question 890	4	4	1	[0.01466942 0.01602856 0.08848667 0.07049657 0.81031877]
question 891	1	1	1	[0.01786997 0.81752425 0.09521592 0.04890224 0.02048759]
question 892	4	4	1	[0.12447095 0.07218094 0.28502572 0.04384828 0.47447404]
question 893	2	4	0	[0.02054182 0.09985203 0.12562494 0.02165184 0.73232937]
question 894	2	2	1	[0.00400076 0.00186839 0.98804885 0.00258187 0.00350015]
question 895	4	3	0	[0.30093357 0.08322667 0.14822593 0.38068685 0.08692697]
question 896	4	4	1	[0.14251508 0.02654337 0.04848492 0.06876393 0.7136927 ]
question 897	3	3	1	[0.02358551 0.05092631 0.01330673 0.9032702  0.00891127]
question 898	3	3	1	[0.00641668 0.00666448 0.06357317 0.91683644 0.00650924]
question 899	4	4	1	[0.09298281 0.01320064 0.01446945 0.05295569 0.82639146]
question 900	1	1	1	[0.02811632 0.9580046  0.00602671 0.00148948 0.00636297]
question 901	4	4	1	[0.01180699 0.00611163 0.01261703 0.2947313  0.67473304]
question 902	1	1	1	[0.36757353 0.38328475 0.02181435 0.01480321 0.21252427]
question 903	4	4	1	[6.0454116e-04 3.5897731e-03 9.1732253e-04 1.1926439e-03 9.9369568e-01]
question 904	4	4	1	[0.01240593 0.00435456 0.00229045 0.00269099 0.9782581 ]
question 905	0	0	1	[0.92833567 0.01672735 0.01877549 0.01207567 0.02408589]
question 906	3	3	1	[0.06068848 0.1821918  0.01237966 0.7242777  0.0204624 ]
question 907	1	1	1	[0.0242039  0.73872477 0.06177934 0.077192   0.09809999]
question 908	1	1	1	[7.1420113e-04 7.6145285e-01 1.1458013e-03 1.4448484e-02 2.2223864e-01]
question 909	0	0	1	[0.8007647  0.06094899 0.06893586 0.00277033 0.06658018]
question 910	3	2	0	[0.01749549 0.12812647 0.44708174 0.36748892 0.03980744]
question 911	1	0	0	[0.37887126 0.21227694 0.22948486 0.17730594 0.0020611 ]
question 912	3	3	1	[0.00328136 0.43691242 0.00866582 0.51711935 0.03402098]
question 913	2	2	1	[0.02417141 0.0295258  0.88143164 0.04442768 0.02044347]
question 914	1	1	1	[0.03563452 0.84694445 0.06221318 0.02340266 0.03180512]
question 915	1	1	1	[0.0125953  0.69015086 0.16690026 0.00699264 0.12336085]
question 916	2	2	1	[0.15946662 0.08903212 0.40501815 0.26839846 0.0780846 ]
question 917	2	2	1	[0.18704799 0.1099332  0.58205336 0.10870867 0.01225681]
question 918	0	0	1	[0.8172958  0.01166449 0.02284539 0.08967395 0.05852027]
question 919	2	2	1	[0.02710051 0.03489306 0.8953138  0.02934863 0.01334399]
question 920	0	0	1	[9.6727675e-01 2.5513977e-02 3.0729172e-03 4.9983268e-04 3.6364507e-03]
question 921	1	1	1	[0.13917442 0.83328587 0.00624362 0.00779989 0.01349618]
question 922	4	4	1	[0.14496826 0.00731089 0.00304486 0.02990329 0.8147727 ]
question 923	0	0	1	[0.6433899  0.05006326 0.03757283 0.21190453 0.0570695 ]
question 924	3	3	1	[0.00661149 0.00101505 0.00131404 0.911496   0.07956339]
question 925	0	3	0	[0.02645582 0.08304671 0.10713449 0.7024944  0.08086856]
question 926	3	2	0	[0.03230888 0.15975781 0.6163433  0.15868703 0.03290296]
question 927	4	4	1	[0.09545932 0.35973802 0.10416763 0.0124479  0.42818716]
question 928	1	1	1	[0.27045953 0.46125594 0.01452141 0.03214799 0.22161515]
question 929	2	2	1	[0.02371701 0.04362904 0.5774863  0.14919326 0.20597447]
question 930	2	2	1	[3.3712463e-04 2.6137286e-03 9.8640811e-01 5.9106870e-04 1.0049815e-02]
question 931	3	0	0	[0.4932801  0.00318679 0.0052996  0.49104664 0.00718681]
question 932	0	4	0	[0.21525231 0.00268094 0.02475924 0.13459335 0.62271416]
question 933	3	0	0	[0.47138217 0.24573274 0.06031087 0.15609315 0.06648106]
question 934	0	2	0	[0.31557393 0.10312303 0.40859854 0.08954427 0.08316022]
question 935	0	0	1	[0.55327827 0.37641206 0.00110853 0.00084857 0.06835248]
question 936	0	0	1	[0.4413165  0.03590026 0.20254165 0.25743717 0.06280458]
question 937	2	2	1	[0.02475353 0.01826543 0.5090229  0.3443997  0.10355846]
question 938	3	3	1	[0.17972685 0.05421808 0.08180643 0.6638261  0.0204226 ]
question 939	0	0	1	[0.9674453  0.01318114 0.01274504 0.00241121 0.00421736]
question 940	1	1	1	[0.15261407 0.5158288  0.04840349 0.02298213 0.2601716 ]
question 941	4	4	1	[0.00134659 0.00207208 0.00590245 0.21709965 0.77357924]
question 942	2	2	1	[0.10221282 0.05132934 0.5346116  0.2744957  0.03735057]
question 943	3	3	1	[0.03793689 0.0920935  0.02628219 0.8161686  0.02751877]
question 944	4	4	1	[0.01875386 0.01245904 0.01993809 0.02631276 0.9225362 ]
question 945	0	0	1	[0.96804696 0.01728632 0.00485628 0.00478125 0.00502919]
question 946	4	4	1	[0.08844335 0.12191039 0.04019799 0.04002871 0.70941955]
question 947	0	0	1	[0.70229304 0.05543565 0.06551041 0.01462046 0.16214031]
question 948	3	3	1	[0.00831097 0.00648292 0.00789141 0.96518344 0.01213121]
question 949	0	0	1	[0.8602237  0.02277224 0.05807579 0.05177864 0.0071497 ]
question 950	4	4	1	[0.08092929 0.24572325 0.12539762 0.07419246 0.4737574 ]
question 951	1	1	1	[0.11815174 0.4305472  0.03472619 0.39215183 0.024423  ]
question 952	4	0	0	[0.34631148 0.08873206 0.03767882 0.31262913 0.21464849]
question 953	1	1	1	[0.02887765 0.7793573  0.04553659 0.12324197 0.02298653]
question 954	4	4	1	[0.06309353 0.01402834 0.00556377 0.00395813 0.91335624]
question 955	1	1	1	[0.02184422 0.8390386  0.11583927 0.00854708 0.01473086]
question 956	0	0	1	[0.8937224  0.00127978 0.00359291 0.04760331 0.05380155]
question 957	1	1	1	[0.05909918 0.76753724 0.1200498  0.05243138 0.00088244]
question 958	1	1	1	[0.00427949 0.70494264 0.20041946 0.07102759 0.01933083]
question 959	4	4	1	[4.3575017e-04 3.2509007e-02 1.1925575e-02 2.4600746e-03 9.5266956e-01]
question 960	0	0	1	[0.97099507 0.0021257  0.00491266 0.02050769 0.00145896]
